name,ratings_average,ratings_count,acidity,fizziness,sweetness,tannin
Terrasse à l'Ombre Côtes du Rhône,4.5,819,3.4413016,0.0,1.8009534,3.3993769
Amarone della Valpolicella,4.5,749,2.461753,0.0,3.1003544,2.5075889
Magma,4.5,748,2.6935751,0.0,2.0306382,3.105533
El Carretil,4.5,748,3.374203,0.0,2.0361114,3.8857245
Amarone della Valpolicella Classico Mater,4.5,739,2.3198988,0.0,3.1624103,2.2984686
Vinhas Velhas Tinto,4.5,736,2.9712174,0.0,2.0587099,2.9834611
Lilium Est Amarone Della Valpolicella Riserva,4.5,733,2.3784134,0.0,3.4556482,2.4084918
Ice Wine de Purcari,4.5,722,3.5956354455095862,0.0,1.7896918,3.3338401
Per Sempre Syrah Toscana,4.5,711,3.0247424,0.0,1.7196623,2.9470897
Montrachet Grand Cru Blanc,4.5,700,3.220548,0.0,1.7792037,3.3338401
Vosne-Romanée 1er Cru 'Aux Malconsorts',4.5,681,4.2401404,0.0,1.7638865,2.6187313
Il San Lorenzo Bianco,4.5,673,3.7512586,0.0,2.3064723,3.3338401
Alàuda,4.5,670,3.071004,0.0,2.1122599,3.036426
Brunello di Montalcino Riserva,4.5,665,3.924417,0.0,1.5341303,3.6004364
Kupra Marche,4.5,637,3.2562952,0.0,2.0423427,3.2476058
Clos de Bèze Grand Cru,4.5,635,4.059696,0.0,2.1195972,2.6774049
Chambertin-Clos-de-Beze Grand Cru,4.5,611,4.1592665,0.0,2.1277838,2.48205
MV Rosé,4.5,588,4.088041,4.172566,1.7896918,3.3338401
Tinto,4.5,585,3.5740848,0.0,1.8986242,3.5514908
Crichet Pajè Barbaresco,4.5,584,4.666076,0.0,1.594002,4.153728
La Landonne Côte-Rôtie,4.5,584,3.9599433,0.0,1.8482229,3.6654665
Vigna Grande Cerzito Taurasi Riserva,4.5,581,2.5461802,0.0,2.2985344,3.0121548
Bonnes Mares Grand Cru,4.5,554,3.9259844,0.0,2.0230403,2.6150868
Châteauneuf-du-Pape Amiral G,4.5,536,3.0538173,0.0,1.8483871,3.2330108
Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536,4.309211,4.315749,1.7896918,3.3338401
Amarone Stella,4.5,533,2.858761,0.0,2.9613268,2.3210618
Rujno Rosso,4.5,532,2.5459697,0.0,2.1393104,3.1765625
Lux Vitis,4.5,530,3.118875,0.0,2.1000907,3.4735754
Son Negre,4.5,521,3.1135416,0.0,1.7594486,3.02895
Marmar,4.5,514,4.2271385,0.0,1.9693925,3.3338401
LR,4.5,503,2.8259842,0.0,2.5153446,3.3338401
Ferro,4.5,499,3.0308511,0.0,1.801046,3.1704433
Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.5,484,4.436636,4.406111,1.7896918,3.3338401
Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480,3.3403745,0.0,1.5461063,3.3338401
Romanée-Saint-Vivant Grand Cru,4.5,463,4.264476,0.0,1.9474717,2.722061
Chloe Chardonnay,4.5,458,3.1829827,0.0,2.8832428,3.3338401
Red Blend,4.5,457,3.7789743,0.0,1.3864021,3.5155401
Barolo Riserva Cannubi 1752,4.5,451,4.2767024,0.0,1.6763704,4.3238544
Grande Cuvée I Terlaner,4.5,411,3.2390347,0.0,2.3357043,3.3338401
Mas Via Gran Reserva Brut,4.5,408,3.0205164,3.1144776,1.7896918,3.3338401
Reserve Chardonnay,4.5,396,3.5544543,0.0,2.2871244,3.3338401
Grace Vineyard Pinot Noir,4.5,385,3.6374085,0.0,1.5923975,2.180648
Es Riserva,4.5,371,2.3256347,0.0,2.6120222,2.7557464
Chambertin-Clos de Bèze Vieilles Vignes Grand Cru,4.5,358,4.131356,0.0,1.8744577,2.7000108
Sed de Caná,4.5,345,3.3869867,0.0,1.9559445,3.6385832
Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.5,338,4.6662955,0.0,2.061606,4.548084
Finn Pinot Noir,4.5,331,3.3614087,0.0,1.6306587,2.0485728
Don PX Selección,4.5,326,2.3066726,0.0,3.9694393,3.3338401
VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,4.5,314,4.2405767,4.1814013,1.7896918,3.3338401
Meursault 1er Cru 'Genevrières' Blanc,4.5,311,3.3573976,0.0,1.8986025,3.3338401
Vosne-Romanée 1er Cru Aux Malconsorts Christiane,4.5,309,4.068446,0.0,1.4869983,2.6136842
'Giulio Ferrari' Riserva del Fondatore Rosé,4.5,308,2.815,2.9850001,1.7896918,3.3338401
Habemus Lazio Rosso (Etichetta Rossa),4.5,298,3.2626112,0.0,2.119575,3.2794333
NŌ Rosso,4.5,297,2.7097607,0.0,2.8602026,2.959613
Ermitage l'Ermite Blanc,4.5,296,2.3164318,0.0,2.3228636,3.3338401
Quarto Vecchio Amarone della Valpolicella Classico Riserva,4.5,292,2.3284905,0.0,3.2986417,2.4433208
Aszú Eszencia,4.5,283,4.7944446,0.0,4.9666667,3.3338401
Pym-Rae Red Blend,4.5,273,3.9538462,0.0,1.462028,3.6251981
Cuvée N Viñas Viejas,4.5,263,2.9813602,0.0,1.9349145,3.4799144
Vieille Vigne Griottes-Chambertin Grand Cru,4.5,257,4.1788754,0.0,1.564988,2.5798235
Mark Bradford Vineyard Pinot Noir,4.5,254,3.90147,0.0,1.4045134,2.177391
Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,242,4.801955,0.0,2.813712,3.3338401
Tourmaline Pomerol,4.5,237,3.317743,0.0,1.3463196,3.5292711
Le Montrachet Grand Cru,4.5,236,3.2913992,0.0,1.4717065,3.3338401
Cannubi Barolo,4.5,228,4.723556,0.0,1.1442633,4.4579563
Amarone Senza Titolo,4.5,225,2.3472683,0.0,3.1109524,1.9685713
Vieilles Vignes Mazis-Chambertin Grand Cru,4.5,218,4.1207047,0.0,1.6131272,2.813488
Rocche dell'Annunziata Barolo,4.5,218,4.4050417,0.0,1.34193,4.3437104
Cabochon Doppio Zero,4.5,217,3.8407547,3.5850945,1.7896918,3.3338401
Bâtard-Montrachet Grand Cru,4.5,214,3.1168592,0.0,1.6880866,3.3338401
Charlemagne Grand Cru,4.5,201,3.5709617,0.0,1.3711667,3.3338401
Vigna del Suolo Brunello di Montalcino,4.5,201,3.786483,0.0,1.6411891,3.4924903
Puligny-Montrachet Premier Cru La Garenne,4.5,200,3.101746,0.0,2.539587,3.3338401
Chapelle-Chambertin Grand Cru,4.5,188,4.219708,0.0,1.9184722,2.607034
Chambertin Grand Cru,4.5,188,4.3130693,0.0,1.4611549,2.9838603
Mironia Black Edition Tempranillo,4.5,187,3.4979887,0.0,1.7522718,3.5863314
Hérédita Châteauneuf-du-Pape,4.5,185,3.0220466,0.0,2.0720003,2.9427907
Barbaresco Albesani,4.5,183,4.6250806,0.0,1.2030022,4.0751266
Étoile Rosé,4.5,183,3.7696438,0.0,1.3876698,3.3338401
Collina Rionda di Serralunga Barolo,4.5,156,4.2120852,0.0,1.3892766,3.8716595
Vite Talin Barolo,4.5,131,4.605494,0.0,1.3438305,4.60011
Rocche di Castiglione Barolo,4.5,131,4.8077602,0.0,1.4408801,4.586507
Denarius Graves,4.5,129,4.5049257,0.0,1.6846269,4.151493
Pour Vous Sancerre,4.5,125,3.9860346,0.0,1.6999139,3.3338401
Gorgona Rosso,4.5,119,3.18,0.0,1.2839758,2.6971886
Bentrock Vineyard Chardonnay,4.5,118,3.264231,0.0,2.5057693,3.3338401
Fossati Barolo,4.5,116,4.790533,0.0,1.1170666,4.80064
Pedrouzos Godello,4.5,109,3.5956354455095862,0.0,1.7896918,3.3338401
Regina del Bosco R.Quarantottomesi,4.5,109,3.1082141,0.0,1.6725,3.3928568
Vosne-Romanée Premier Cru Les Petits Monts,4.5,105,4.132008,0.0,2.1769478,2.578253
Red Blend,4.5,102,3.0,0.0,1.0952381,4.0
Vieux Marc de Bandol,4.5,102,3.5956354455095862,0.0,1.7896918,3.3338401
Bruno Lunelli Riserva,4.5,96,3.5956354455095862,0.0,1.7896918,3.3338401
Duna Mirante Primitivo di Manduria,4.5,96,1.875,0.0,2.53,2.2
Cuvée Madame Barsac,4.5,94,4.267254,0.0,4.910492,3.3338401
Rosso,4.5,88,3.0058823,0.0,1.654492,3.2833154
Ciliegio Amarone della Valpolicella,4.5,76,2.2506666,0.0,3.3313334,2.0613334
Academia Purcari Rară Neagră,4.5,73,3.5956354455095862,0.0,1.7896918,3.3338401
Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,4.5,68,3.7766669,0.0,4.2166667,3.3338401
802.A Superblend,4.5,66,3.0317688,0.0,1.6371841,3.1516244
Vinha dos Utras,4.5,65,3.6303763,0.0,1.3387866,3.3338401
Petrucci Melo,4.5,61,3.070184,0.0,1.5702454,2.5015337
Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,59,4.3290386,0.0,1.613077,2.426795
Raut Lagrein,4.5,58,2.935,0.0,1.6899999,3.175
Oh Carlos Manuel! Tinto,4.5,58,3.0,0.0,2.098028,3.289155
Collection Fût de Chêne Brut Champagne Grand Cru 'Ay',4.5,58,4.5375295,4.3827844,1.7896918,3.3338401
Barolo Riserva Speciale Granbussia,4.5,56,3.5614388,0.0,1.7685611,3.378777
Clos Le Léon Dizy Champagne,4.5,53,4.4594216,4.187399,1.7896918,3.3338401
Elevage Branco,4.5,53,2.3968422,0.0,1.3070526,3.3338401
Zeltinger Sonnenuhr Beerenauselese Riesling,4.5,49,4.3747597,0.0,2.9495196,3.3338401
Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru,4.5,47,4.2874575,4.5848308,1.7896918,3.3338401
Alpine Hillside Pinot Noir,4.5,46,3.6003733,0.0,1.1815671,2.0811193
Nuits-Saint-Georges 1er Cru 'Aux Murgers',4.5,40,3.7833333,0.0,1.725,2.7350001
40 Years Old Port,4.5,37,2.9842556,0.0,4.7342553,3.3338401
Vin de Paille,4.5,35,3.5956354455095862,0.0,1.7896918,3.3338401
Grenache,4.5,34,2.9040003,0.0,1.5,3.1040003
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,4.5,33,4.3482275,0.0,1.7468355,2.429747
Charmes-Chambertin Grand Cru,4.5,33,4.75,0.0,1.15,2.35
Le Montrachet Grand Cru,4.5,30,3.2368422,0.0,2.1412282,3.3338401
Charity Edition Nebbiolo d'Alba Arione,4.5,29,4.851397,0.0,1.066544,4.9334555
Recioto della Valpolicella Classico Riserva,4.5,27,3.5956354455095862,0.0,1.7896918,3.3338401
Boghis Climat,4.5,27,3.4829998,0.0,2.062,3.3338401
Trittenheimer Apotheke,4.5,27,4.5442586,0.0,1.8302392,3.3338401
ARTEMIS Cabernet Sauvignon,4.4,81351,3.383825,0.0,1.6038561,3.286232
Tinto,4.4,65625,3.5793161,0.0,1.8429217,3.4551678
Toro,4.4,60705,2.6952467,0.0,1.7763444,3.3199553
Pauillac (Grand Cru Classé),4.4,55808,4.1892757,0.0,1.6272988,4.23549
Amarone della Valpolicella Classico,4.4,48329,2.213149,0.0,3.3462367,2.2455263
Malbec Argentino,4.4,47435,2.6859064,0.0,2.0987563,2.6157
Pauillac (Grand Cru Classé),4.4,47234,4.201068,0.0,1.6716634,4.230456
Alexander Valley Cabernet Sauvignon,4.4,46066,2.9983644,0.0,1.465726,3.3149757
Cos d'Estournel,4.4,43704,4.2013316,0.0,1.6652306,4.2301917
Pauillac (Grand Cru Classé),4.4,39731,4.1554546,0.0,1.5896021,4.098894
Châteauneuf-du-Pape,4.4,38998,3.1016986,0.0,1.724843,2.8933873
Pauillac (Grand Cru Classé),4.4,37460,4.1971974,0.0,1.6924607,4.2268305
Brut Cuvée Champagne Rosé,4.4,36681,4.250294,4.270286,1.7896918,3.3338401
Castello della Sala Cervaro della Sala,4.4,30203,3.8587165,0.0,2.3621032,3.3338401
Saint-Julien (Grand Cru Classé),4.4,29317,4.1830826,0.0,1.5905166,3.828993
Cabernet Sauvignon,4.4,28544,3.3340175,0.0,1.6904904,3.3714912
Nicolás Catena Zapata,4.4,28227,3.0623786,0.0,1.8266736,3.220787
Saint-Julien (Grand Cru Classé),4.4,28094,4.188057,0.0,1.6340022,3.8746238
Pessac-Léognan (Grand Cru Classé de Graves),4.4,27316,4.2193274,0.0,1.6842046,4.235782
Eight Years In The Desert,4.4,27195,1.9226278,0.0,2.4408796,2.5545352
Brunello di Montalcino,4.4,25989,3.8184934,0.0,1.7140387,3.5789404
Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916,3.3902686,0.0,1.6458696,3.4461513
Brut Rosé Champagne,4.4,23241,4.2303543,4.160386,1.7896918,3.3338401
Roda I Reserva Rioja,4.4,22749,3.708868,0.0,1.7863555,3.7581875
Pieve Santa Restituta Brunello di Montalcino,4.4,21867,3.8261576,0.0,1.6279902,3.6146157
Brut Rosé Champagne,4.4,21147,4.180463,4.260418,1.7896918,3.3338401
Old Vines Primitivo di Manduria,4.4,20904,1.824051,0.0,3.1212282,2.3452597
Mendoza,4.4,19849,3.7735553,0.0,1.7433643,3.569831
Bramare Malbec Uco Valley,4.4,19752,2.697112,0.0,2.2074132,2.7679684
Sauternes (Premier Grand Cru Classé),4.4,19239,4.339853,0.0,4.874369,3.3338401
Amarone della Valpolicella Classico,4.4,18720,2.3302438,0.0,3.125688,2.3217719
Luce,4.4,17470,3.1256583,0.0,1.7797035,3.0761526
St. Henri Shiraz,4.4,17326,3.0152445,0.0,2.092192,3.1030886
Pavillon Rouge du Château Margaux,4.4,16401,4.0852337,0.0,1.6214443,3.7311282
Gran Corte (VII),4.4,15016,3.0944748,0.0,1.6814054,3.1179137
Turriga Isola dei Nuraghi,4.4,14641,2.4508407,0.0,2.4437344,3.1290214
Macán,4.4,14368,3.6024113,0.0,1.7831703,3.7554247
Quinta da Leda Douro,4.4,14197,3.009171,0.0,1.8381321,3.5543265
Carruades de Lafite Pauillac,4.4,13866,4.112083,0.0,1.6171026,4.0219874
Belondrade y Lurton,4.4,13567,3.07816,0.0,2.3963392,3.3338401
Rioja Reserva,4.4,13544,3.6719735,0.0,1.6925775,3.7801104
Pomerol,4.4,13504,3.413901,0.0,1.6647604,3.4677076
Fusion V,4.4,12877,3.678904,0.0,1.6550363,3.4252377
Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652,3.3221471,0.0,1.6130458,3.3315527
Evenstad Reserve Pinot Noir,4.4,11531,3.848453,0.0,1.5186764,2.1460867
5 Puttonyos Aszú (Blue Label),4.4,11106,4.947574,0.0,4.9550066,3.3338401
Paleo Rosso,4.4,10940,3.181494,0.0,1.8423529,3.2685294
Saffredi,4.4,10499,3.1319983,0.0,1.8776495,3.121578
Pomerol,4.4,10374,3.3891852,0.0,1.6747634,3.4322271
Corton-Charlemagne Grand Cru,4.4,10296,3.3309574,0.0,1.629022,3.3338401
Guerriero della Terra,4.4,10185,2.8807938,0.0,2.8497944,2.6898563
Domus Aurea Cabernet Sauvignon,4.4,9603,3.0334966,0.0,1.8381319,3.304302
Brunello di Montalcino,4.4,9257,3.876588,0.0,1.611603,3.6603677
Brunello di Montalcino,4.4,9171,3.8421304,0.0,1.5376806,3.425511
50 & 50,4.4,9157,3.2017627,0.0,1.7858204,3.1226244
Baron de L Pouilly-Fumé,4.4,9002,3.850036,0.0,1.5027466,3.3338401
Bolgheri Superiore,4.4,8918,3.4904468,0.0,1.6207539,3.9326518
Quarz Sauvignon,4.4,8884,3.3279023,0.0,2.2572174,3.3338401
Toscana I Sodi di San Niccolo,4.4,8853,3.2615259,0.0,1.7892258,3.0631628
Torre Muga,4.4,8767,3.7799828,0.0,1.7484478,3.914909
Barón de Chirel Rioja Reserva,4.4,8578,3.5531914,0.0,1.7648796,3.665263
Côtes de Bourg,4.4,8249,3.748591,0.0,1.7147912,3.5007095
Le Petit Mouton de Mouton Rothschild Pauillac,4.4,8214,4.1714125,0.0,1.6595325,4.1678514
Siepi,4.4,8129,3.156144,0.0,1.807986,2.9856336
Dalmau Rioja,4.4,7868,3.778889,0.0,1.7996016,3.8692777
Campo León Amarone della Valpolicella,4.4,7778,2.328538,0.0,3.2609541,2.2959945
Kairos,4.4,7364,2.4236004,0.0,2.3404412,2.9441109
Pomerol,4.4,7221,3.4038813,0.0,1.6839123,3.5436969
Côte-Rôtie,4.4,7177,3.9255815,0.0,1.6012559,4.059664
Les Noisetiers,4.4,7035,3.2327442,0.0,2.8619092,3.3338401
Barolo Monprivato,4.4,6966,4.551566,0.0,1.59358,4.265546
Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,6879,3.3852866,0.0,1.9093579,3.5700786
Clos des Lambrays Grand Cru,4.4,6431,4.186641,0.0,1.7482635,2.650363
Mai The First A.Montes Malbec,4.4,6379,2.8237689,0.0,2.127563,3.0504968
Vürsù Barolo Campè,4.4,6260,4.5237427,0.0,1.683044,4.385903
Douro,4.4,6214,3.0951936,0.0,1.6386396,3.5653784
Brunello di Montalcino  Montosoli,4.4,6176,3.9027393,0.0,1.6366605,3.6159627
Barsac (Premier Grand Cru Classé),4.4,6028,4.358521,0.0,4.906155,3.3338401
Trebbiano d'Abruzzo,4.4,5834,3.9287908,0.0,2.2671382,3.3338401
Corton-Charlemagne Grand Cru,4.4,5755,3.1831756,0.0,1.630509,3.3338401
Blanc de Blancs Brut Champagne Grand Cru,4.4,5553,4.291068,4.291068,1.7896918,3.3338401
Ornato Barolo,4.4,5469,4.6555104,0.0,1.5658007,4.3928475
Lagrein Riserva Porphyr,4.4,5123,2.5272794,0.0,2.1028726,2.9868026
Campo dei Gigli Amarone della Valpolicella,4.4,5050,2.252263,0.0,3.2375097,2.3940825
Beyond the Clouds,4.4,4760,3.2295082,0.0,2.3078306,3.3338401
Saperavi,4.4,4745,3.5956354455095862,0.0,1.7896918,3.3338401
Altero Brunello di Montalcino,4.4,4620,3.8212059,0.0,1.5881945,3.517492
Poggio Al Vento Brunello di Montalcino Riserva,4.4,4542,3.7502875,0.0,1.6124237,3.6132965
Barolo Bussia,4.4,4525,4.4169183,0.0,1.6963162,4.3328404
Vürsù Barbaresco Starderi,4.4,4414,4.747835,0.0,1.6145903,4.2625036
Lupicaia,4.4,4414,3.1440911,0.0,1.7940733,3.1133897
Barolo Cannubi Boschis,4.4,4298,4.490502,0.0,1.7761469,4.278373
Cinque Autoctoni Collection Limited Release,4.4,4281,2.9294932,0.0,2.0237908,2.8115416
Vürsù Barbaresco Gallina,4.4,4262,4.733941,0.0,1.5651741,4.1603694
Amarone della Valpolicella Vigna Garzon,4.4,4227,2.3771174,0.0,3.1879733,2.3032715
Barolo Ginestra Casa Maté,4.4,4116,4.50987,0.0,1.7545748,4.269364
Réserve Côtes-du-Rhône,4.4,4027,3.3780417,0.0,1.931208,3.154594
Brut Champagne (Gold),4.4,3874,4.178781,4.2085943,1.7896918,3.3338401
L'Apparita,4.4,3836,3.1353738,0.0,1.8096386,3.0418284
Nebukadnesar,4.4,3609,3.7397916,0.0,1.4831064,3.468404
Pomerol,4.4,3509,3.4342093,0.0,1.7766465,3.5694172
Poggio Alle Nane Maremma Toscana,4.4,3509,3.011608,0.0,1.9079237,2.919131
Saint-Émilion Grand Cru (Grand Cru Classé),4.4,3498,3.3835192,0.0,1.712247,3.5314653
Falletto Barbaresco Asili,4.4,3450,4.7242866,0.0,1.6401669,4.036474
Treinta y Dos Pinot Noir,4.4,3417,3.2335303,0.0,1.6315441,1.92798
Pomerol,4.4,3377,3.4431088,0.0,1.763,3.444983
Barolo Bussia Cicala,4.4,3346,4.518978,0.0,1.6672688,4.343274
Guerriero del Mare,4.4,3290,3.6361923,0.0,2.754702,3.3338401
Cuvée des Cadettes Châteauneuf-du-Pape,4.4,3283,3.0606353,0.0,1.8081548,2.8770597
Vürsù Barbaresco Valeirano,4.4,3263,4.6811347,0.0,1.6161648,4.1729035
d'Alceo,4.4,3133,3.0984578,0.0,2.0091226,3.1084447
Barolo Enrico VI,4.4,3107,4.4703164,0.0,1.6639124,4.197519
Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,3093,3.1847384,0.0,1.8163502,3.3338401
Altagracia Cabernet Sauvignon,4.4,3083,3.505831,0.0,1.7512516,3.5206296
Scharzhofberger Riesling Kabinett,4.4,3047,4.710466,0.0,2.31888,3.3338401
Ai Suma Barbera d'Asti,4.4,3012,3.894353,0.0,1.8523548,2.3706212
Series M,4.4,2995,3.6752222,0.0,1.752683,3.2512286
Ribera del Duero Prestigio,4.4,2994,3.6664393,0.0,2.0192058,3.439635
Il Bacca Old Vine Primitivo di Manduria,4.4,2933,1.8308221,0.0,3.0354161,2.3699353
Barolo Bricco Rocche,4.4,2923,4.663758,0.0,1.5957669,4.3411164
Montelìg,4.4,2905,3.1128125,0.0,1.7488612,3.4917915
Campo del Drago Brunello di Montalcino,4.4,2854,3.9112031,0.0,1.5219067,3.7435818
Cabernet Sauvignon,4.4,2830,3.3871844,0.0,1.6591489,3.4296417
Saint-Émilion Grand Cru,4.4,2829,3.421822,0.0,1.663135,3.5166514
Interpretación,4.4,2760,3.5556211,0.0,1.827968,3.622653
Amarone della Valpolicella,4.4,2680,2.2797103,0.0,3.3443024,2.3928275
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,2678,4.208333,0.0,1.896809,2.6762874
Amarone della Valpolicella,4.4,2610,2.4014342,0.0,3.1522312,2.3668778
Clos de L'Obac,4.4,2588,3.516844,0.0,1.709223,3.325913
Vieilles Vignes Châteauneuf-du-Pape Blanc,4.4,2587,3.109061,0.0,1.9862945,3.3338401
Chambertin Grand Cru,4.4,2542,4.2264743,0.0,1.7182577,2.7263403
Arborina Barolo,4.4,2527,4.596376,0.0,1.7115326,4.331842
Vigna Cappella di S. Stefano Perno Barolo,4.4,2514,4.5566106,0.0,1.5660388,4.363103
Tinto,4.4,2511,3.418546,0.0,1.9242084,3.1083243
80 Vecchie Vigne Primitivo di Manduria Old Vines,4.4,2476,1.8199955,0.0,3.1267023,2.2367518
Corton-Charlemagne Grand Cru Blanc,4.4,2453,3.2267067,0.0,1.7833043,3.3338401
Graticciaia,4.4,2451,2.3604577,0.0,2.752427,2.8002653
Cabernet Sauvignon,4.4,2408,2.3290164,0.0,2.3111012,2.895819
Barolo Bricco Gattera,4.4,2365,4.5690866,0.0,1.6829987,4.3506813
Duemani Cabernet Franc,4.4,2339,3.2126977,0.0,1.8703746,3.0741181
Altura Máxima Malbec,4.4,2168,2.885381,0.0,2.0597696,2.7976477
V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079,4.4975915,4.357047,1.7896918,3.3338401
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,4.4,2077,3.1158712,0.0,1.7966875,3.0934217
Pinotage,4.4,2063,3.0094533,0.0,1.852157,3.1789167
Toknar,4.4,2033,3.5956354455095862,0.0,1.7896918,3.3338401
Vittorio Moretti,4.4,2025,3.9050803,3.3313334,1.7896918,3.3338401
Tenuta Montebello Picconero,4.4,2011,3.0374305,0.0,1.8024508,3.1008515
Ares,4.4,1995,3.0160916,0.0,2.2395217,3.2092862
Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986,3.3021338,0.0,2.0122817,3.50596
RWT Bin 798 Shiraz,4.4,1975,3.0733402,0.0,2.0449593,3.2529354
Vintage Port,4.4,1972,2.9037976,0.0,4.742126,3.3338401
Merlot,4.4,1922,2.5498877,0.0,1.6291896,2.708973
Corton-Charlemagne Grand Cru,4.4,1913,3.3162386,0.0,1.6939689,3.3338401
Reserve Pinotage,4.4,1891,3.03456,0.0,1.8395258,3.0276766
Vin Santo di Montepulciano Occhio di Pernice,4.4,1867,4.421994,0.0,4.950209,3.3338401
Pegrandi Amarone della Valpolicella Classico,4.4,1833,2.2755728,0.0,3.4340096,2.2416437
Ermitage Ex-Voto,4.4,1804,3.5583098,0.0,1.8386673,4.097775
Rosé Brut Champagne Grand Cru 'Ambonnay',4.4,1782,4.317616,4.1527443,1.7896918,3.3338401
Falletto Barolo,4.4,1760,4.714246,0.0,1.6808933,4.298659
One Sixteen Chardonnay,4.4,1753,3.3329105,0.0,2.538148,3.3338401
V Red,4.4,1715,3.8528886,0.0,1.5824143,3.6092794
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,4.4,1701,3.190376,0.0,1.9206604,3.3338401
Giramonte Toscana,4.4,1678,3.096134,0.0,2.2484422,2.872114
Brunello di Montalcino Riserva,4.4,1665,3.9512749,0.0,1.7106686,3.6845329
Barolo Rocche,4.4,1615,4.443262,0.0,1.7726882,4.192189
Scharzhofberger Riesling Spätlese,4.4,1564,4.656243,0.0,2.6068308,3.3338401
Saint-Émilion Grand Cru,4.4,1527,3.4871178,0.0,1.9018394,3.5239754
Les Bessards Hermitage,4.4,1515,3.4622538,0.0,1.6643351,4.0391316
Brunello di Montalcino Riserva,4.4,1506,3.9699383,0.0,1.8136852,3.6114597
La Grande Rue Grand Cru Monopole,4.4,1496,4.36568,0.0,1.8830159,2.6970747
La Serra Barolo,4.4,1449,4.578067,0.0,1.8759549,4.4503694
Colore Toscana,4.4,1415,3.3819811,0.0,1.4208332,3.0629816
Vigneto Bellavista Chianti Classico,4.4,1402,3.8469875,0.0,1.9134988,3.6912632
Montepulciano d'Abruzzo,4.4,1398,3.9610875,0.0,1.8085397,2.9395478
Helichrysum Brunello di Montalcino,4.4,1370,3.8121681,0.0,1.6001965,3.73047
Les Grandes Places Côte-Rôtie,4.4,1316,3.8559096,0.0,1.984394,3.8541028
Gardarèm,4.4,1308,3.4020553,0.0,1.9927602,3.2220683
Amarone della Valpolicella,4.4,1292,2.2619195,0.0,3.2980664,2.2331486
Chevalier-Montrachet Grand Cru Blanc,4.4,1283,3.2550032,0.0,1.9129902,3.3338401
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',4.4,1278,4.6446457,4.4288073,1.7896918,3.3338401
Barolo Rocche di Castiglione,4.4,1272,4.6330266,0.0,1.8186307,4.3769674
Les Sentiers Chambolle-Musigny 1er Cru,4.4,1253,4.025858,0.0,1.7910546,2.5894532
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.4,1245,4.1876044,0.0,1.9449067,2.689529
Quincha Corral,4.4,1230,3.2945478,0.0,1.7725737,3.289507
The Mackenzie,4.4,1220,3.872975,0.0,1.6333085,3.6190875
Clos Vougeot Grand Cru,4.4,1202,4.1880374,0.0,1.8215898,2.8608603
Big'd Big Barolo,4.4,1148,4.5567408,0.0,1.6542184,4.242019
Côte à Côte Estate,4.4,1133,3.6084716,0.0,1.6764214,3.468108
Mazis-Chambertin Grand Cru,4.4,1121,4.054049,0.0,1.7251658,2.6705647
VT Vendemmia Tardiva,4.4,1096,3.5956354455095862,0.0,1.7896918,3.3338401
Rioja Reserva 10 Años Después Edición Limitada,4.4,1093,3.736463,0.0,1.5956244,3.7935853
Harimann Montepulciano d'Abruzzo,4.4,1086,3.9217417,0.0,1.7084829,3.3048418
Chapelle d'Ausone Saint-Émilion Grand Cru,4.4,1086,3.4394982,0.0,1.6023306,3.4600708
Calle Merlot Rosso Veronese,4.4,1053,2.3299327,0.0,2.4370124,2.9226327
Palo Cortado Tradición Vors 30 Years Sherry,4.4,1050,3.5983322,0.0,2.4819863,3.3338401
Corton-Charlemagne Grand Cru,4.4,1045,3.3033135,0.0,1.9315071,3.3338401
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,1041,3.090322,0.0,1.6599679,3.3338401
Chardonnay,4.4,1031,3.5614731,0.0,2.0542128,3.3338401
Amarone della Valpolicella Classico,4.4,1029,2.2368386,0.0,3.5196304,2.194426
Puligny-Montrachet Premier Cru Champ-Canet,4.4,1020,3.310976,0.0,1.7687975,3.3338401
Gallina Barbaresco,4.4,1017,4.612218,0.0,1.6368595,3.9500387
